-3.73895	1.9787205	2.0912616	-4.923048	5.166173	4.3416457	-2.7360747	5.599489	2.8365412	-9.040779	0.8390788	1.4763166	-5.666016	5.73473	-4.0415816	0.91348827	0.04496914	-4.242433	8.062576	-0.4198936	1.0083001	0.22204804	-0.50869924	-5.1367455	6.101495	3.0361211	-3.8422635	-5.1999636	-0.8875086	1.0475931	4.1549864	1.1590841	0.9356598	1.711371	2.272946	0.25698748	1.0826541	6.3862357	0.70239866	0.13300371	-6.176602	1.055073	-2.0308158	6.1573334	-2.0146208	-6.4929457	-0.48043144	1.8855374	3.958429	-1.2610097	0.60377306	-8.766373	-8.12424	1.5529245	2.2049496	-1.3653629	1.3784134	0.3389508	-0.8384226	0.4154898	-1.4526303	2.910892	0.87677854	5.1296635	-1.4751508	-6.248866	-1.9176238	0.4171659	-2.278203	4.9280972	0.6207702	-3.7893205	2.7993617	-9.879689	0.5763626	2.606047	-2.8087833	-0.41641155	-6.727075	-0.07040709	-1.9795887	-5.939795	1.1116366	1.7057179	-5.929329	8.301492	-4.979472	-0.37459132	-1.2721254	3.948018	-5.5551887	-4.151162	0.31577826	-0.04401568	2.3999143	2.5463836	-0.059037898	5.191444	-3.4350235	-1.9509985
-1.9918059	-2.7352674	1.7530975	-5.21329	5.34429	-2.8522003	-0.36846915	1.8276336	-6.6639867	-0.8569723	1.5621246	-0.99644613	0.5607833	2.3458579	-0.11495216	0.7086195	-2.5724742	3.260056	-0.9843418	3.567807	-3.7447016	2.2820375	0.8991921	4.3844814	2.7094204	0.8865673	-1.0959299	-0.43510208	0.8449879	2.5291345	-3.1848872	-0.9789674	-3.2807343	3.626831	-0.36580092	-0.955258	-0.8263918	-1.6486121	-0.087896325	1.4904677	-4.1386423	-5.964236	-2.184195	-0.4695172	-2.911311	1.8161123	-1.1156285	1.80894	-2.066828	1.7720752	6.1305327	-3.197155	-5.122109	-2.0827317	0.54739386	-6.012266	-0.886626	3.0857184	1.8140922	-1.547391	2.772853	2.0302587	-4.799799	2.6081667	-4.3711534	0.37791887	-0.91260415	-0.31619707	-0.5312776	1.6351204	-6.4996676	-2.5370255	0.010166556	-0.8174209	-0.65384275	1.8486735	2.9444363	0.6461635	-0.13172725	2.3520355	3.8464854	-1.1798873	0.38456136	3.0338292	-1.1609644	0.35716832	5.6053314	0.12202386	0.2908057	2.0868628	1.3674566	-1.4237287	-1.658855	0.965289	-5.8817186	0.22058068	-3.7778642	0.14817645	0.8719224	4.564346
-0.26295155	-3.5498602	0.6807949	-2.3799984	5.278904	-1.7804962	-0.90615535	3.1195402	0.584709	5.22934	4.616484	1.3373125	-0.30918038	3.6196406	-0.69764906	-0.46676257	0.40590826	-2.1911159	-3.64892	1.36829	0.24137288	0.90887165	-2.6470823	1.7985559	3.3512688	0.72624683	1.723289	-1.9322604	-5.693643	-1.5730708	1.2368433	2.6184478	-1.573565	2.6889794	-4.9440694	1.6302187	-1.1076082	0.989086	-1.6006833	0.7578825	-0.49856445	3.2085555	-2.8685257	4.518696	-1.7216501	-1.7467213	0.22273348	1.8793701	-0.53382653	-4.570794	7.1794033	-2.0302596	3.172697	0.015926516	1.660297	-0.50308913	-2.2275436	-1.9208595	1.118353	2.8501613	1.7945297	0.81944126	-2.423805	-3.7133114	-0.26478714	-5.297623	0.95891696	-2.3426318	-4.25271	-1.3379852	1.8824795	-1.6742039	-0.029808678	-5.4859605	-1.6752121	1.4966117	0.44146156	1.3295101	0.8341344	2.089674	-0.04626338	1.5112735	2.8071785	-1.8934107	-4.1770716	-0.102553405	1.0835422	-0.76064444	-4.780401	0.37605256	0.4725454	-0.6972719	-1.9689683	0.2989099	-0.9718106	-2.420538	0.15679415	3.0333483	0.5838238	1.7465091
-7.603308	-3.5095384	-2.2992725	0.0077408254	-4.0128794	-0.19179013	-1.9193932	5.356265	1.2644784	2.1100912	4.422017	-0.6535077	-0.29381087	-2.4625573	5.3595715	-3.7293787	2.135194	2.3855944	-0.68409646	2.5365326	-3.6475403	3.7751105	-0.812772	-0.8145526	1.6154639	-1.7013817	-1.9733722	7.7594876	-1.060628	-8.594527	-1.1772783	1.9375813	0.5299709	3.3075066	-5.1710753	-0.5059989	-4.6553693	1.6531612	-0.94995	-0.06561001	1.1177555	3.041267	7.020362	0.7368411	-5.165732	4.1904755	2.5676608	2.4912245	-2.9936166	5.1846795	0.574804	-0.7685278	-2.1663728	-2.538555	-2.2764328	-5.243107	2.4660947	4.6336365	1.641834	-3.3253253	-1.6401898	5.490375	1.7210507	4.978951	-4.9596815	-7.496629	0.055725142	-4.963029	0.04364877	-1.1308168	4.4012265	1.6762649	-1.6730739	-2.7834568	-2.7561293	1.5765316	-1.4916598	-0.40435836	-3.6720679	-0.22172414	-1.8175161	-6.882988	1.1770514	4.3740435	-3.5551631	0.9118698	2.638134	-0.3340654	-7.0081606	4.4424257	-3.0421562	-2.2037432	0.1195496	0.1643447	0.44269076	-1.7883431	-4.5661397	1.275273	-4.6328006	8.395258
1.2189711	-0.55416244	3.248052	-2.5521166	2.7516568	-0.7245788	-1.0961267	1.1864951	0.40607822	1.8205042	1.9352332	0.4006498	-0.44026446	2.014562	1.3742714	-0.46017507	1.5239369	1.4060707	-0.66979665	-1.9737158	-1.0978825	0.62492496	0.0143967075	2.0998735	0.50442487	1.7120373	0.78807634	0.08768237	-0.8469177	-0.68119943	0.98219955	0.82644475	-1.5685618	0.49842155	-1.3500359	1.715242	-0.120404996	-0.39732006	-0.7591455	-2.1963513	0.28919998	-0.64647293	0.59164953	-0.4927125	-1.8038362	-2.0397196	0.3947908	1.3229572	-2.558286	-1.565362	1.9539456	-0.20423712	-1.3058888	-1.2213898	-0.49160817	-0.058713987	-1.6633723	0.41089737	-0.0026832449	-0.46562093	0.6170541	1.5940121	-0.12764879	1.1088005	-2.1597872	0.29333016	0.9940647	-3.3684669	0.90980804	0.86345524	1.2549418	-0.7689622	0.17033139	-0.42381674	-1.495997	0.6316724	0.46245363	-0.6323979	-0.1605545	-0.027556406	0.19454302	0.23441447	2.0040865	-1.6310438	-3.0680778	1.722807	0.07468449	0.23809658	-1.1928695	-0.75192076	-0.08428597	-1.874507	-1.8764228	-0.04537623	-0.3216992	0.72064143	1.1010486	-0.7833072	-0.33510765	0.39755788
-2.958958	-1.9338608	-1.8174001	0.43337882	0.11602309	1.1186712	4.008238	1.4273901	1.1171558	3.0826676	1.0287511	-1.8107194	-1.4667805	5.703021	-0.13664362	1.7236065	-0.19607428	-1.0723063	-2.5321274	4.1509438	0.81115496	-0.5802905	-2.2890866	2.1650627	1.6271143	0.7249004	-0.3521105	1.6407776	2.164097	-1.6064652	1.7349032	0.15015198	-1.9037452	0.14938423	1.3846531	2.5194693	1.030336	-1.099513	-0.9244853	-2.140202	-1.0064687	1.9477905	2.3001497	2.9840498	0.16446793	-0.97032547	-2.7644048	2.2064357	-2.2154808	1.292796	2.1449142	-2.7334864	1.3377436	-0.47122064	1.3880413	-6.332921	1.6602153	4.050507	0.19903709	0.18181917	-0.2862971	2.3608515	0.9455886	2.6089582	0.032986507	-2.658396	2.893271	-2.3308866	1.2799331	-1.1269674	-4.5490627	1.4771901	1.07727	-4.068831	-2.3950887	0.84347504	-0.21223342	-1.0852464	-1.674413	-1.0282259	-1.0742549	-0.07345737	-1.4697475	-1.625387	-5.630232	1.3279482	5.6934814	-0.5867332	-0.4868173	-0.09756789	-0.31369427	-3.680254	1.1093535	-1.3175092	-1.4144037	2.0694625	-2.2367275	1.253481	-2.2276733	-1.3132967
4.0522017	-1.8763577	0.36468127	-4.281995	3.190942	-1.6782718	0.9670956	-1.4879253	-4.7207026	-0.92414254	-4.2597136	-6.9306273	-1.5646068	3.575919	1.6373421	3.3397973	-4.9693274	7.98952	-5.468952	-2.273548	-4.43153	0.07682452	2.721029	1.5783479	1.1623099	-0.5078485	2.216348	-0.7356498	-5.2825074	1.560201	-0.69500625	6.516698	-0.33634186	1.520043	-2.734714	3.1620517	-1.6618593	4.9715424	-5.4856157	3.41843	-1.3863308	-4.836568	-1.052106	4.9436593	-8.812865	-6.4909296	-4.525651	3.2886004	0.16884816	3.625055	12.766494	-0.7497134	0.034178205	-6.9640617	4.66664	-2.282193	-2.9828324	6.2417636	3.0194674	2.8861053	5.532524	-2.872464	-1.6194723	-3.6700273	4.625163	-1.2739025	-2.4174895	-2.461822	-7.353585	0.6816161	-0.4529407	-3.8950558	-2.6025572	-5.7938595	-7.407632	1.8391068	-2.3439376	1.8928142	-2.4525156	-4.0733867	-1.7687558	-3.498642	2.880853	0.10302658	-3.004602	3.2856452	-2.234567	2.1079183	4.3244505	0.8316409	-0.34037507	-3.2762132	6.0438685	-7.060187	1.1907053	1.1439177	-5.323458	9.185932	4.6613474	-1.2103411
0.7137002	3.5089412	-1.5487986	0.61514765	1.3285424	-2.0386162	0.2122175	2.9767492	1.9143406	-3.746063	1.358188	-0.18707804	-1.6324394	1.6873745	1.7514513	1.0360051	-0.032964546	0.32545748	-1.7277086	-2.3140352	-4.1826158	2.1171894	0.29754806	-0.09665471	4.3508306	-1.4717064	-1.8223437	-0.492389	-3.0290985	-4.4703293	1.8000507	-1.5807087	-1.359863	-4.1515536	2.002488	-0.44278574	-1.4409741	2.801484	-1.4275857	2.458176	-2.1450331	-2.2670157	-2.4675584	1.1399455	-4.304609	0.6747165	-0.90128815	2.273555	-0.15296268	1.8289299	2.7080212	-4.1721554	-0.092045255	-5.6854563	1.228235	0.8136629	1.5095758	-0.9942418	1.2054287	0.14910178	0.99926955	0.9424238	-2.6206946	0.9046851	0.83318686	-2.7246304	1.0745417	0.067018256	-2.5757957	-2.5551314	1.6131563	-3.5372374	0.18123111	-2.4640002	-3.1645846	4.322251	0.4233594	0.28816295	-0.83473134	-2.5250144	-2.6310315	-0.7100912	0.5156119	-0.7354768	-3.8844354	1.8240246	0.5809156	1.8945333	-0.4048603	4.095537	0.28574777	1.0129032	-4.582394	-4.085559	-0.5318209	1.28286	0.5967736	1.1984797	-2.2691922	-1.6338998
-7.5580173	-3.2278986	-4.894375	-0.45129505	1.8642693	-0.7551579	-0.06333883	1.255308	-0.19269949	-2.7119837	5.418108	-1.4283698	-3.589997	1.3440003	0.51994014	2.0533237	-2.006829	-1.5211115	-4.696156	0.0023055258	-3.4611032	1.6928688	-0.027790703	-1.9568557	-2.2344897	-0.3162393	2.2576036	3.3293154	0.8107332	-5.8026023	2.7419963	-0.9924024	1.3313489	-3.2085102	-0.2606239	-0.6305226	1.1868637	-2.9672716	-5.6367726	3.118164	1.7683917	1.0824983	0.27681822	-1.42176	-1.6771533	3.9861498	-1.8695484	7.050007	-1.7942111	2.8451893	-0.53987116	-0.1305179	3.7037334	-0.49572104	0.58520997	-5.9987	-1.276236	3.8905149	0.5824221	-2.6257176	6.5210385	0.65668297	1.8518925	2.4129362	-1.85453	-2.8081064	-2.6030228	-3.299633	-0.04297135	2.1426935	-2.8753786	-0.5006166	1.4168528	-2.2352953	-1.3643252	-0.0016035209	0.68574226	0.5745779	-6.9351845	0.3525757	-3.6584089	0.325645	0.16844267	-0.40905356	-2.5084803	-0.4137497	4.348011	3.9997694	-4.25092	3.6987264	0.23407196	1.2325602	-4.503577	3.2847753	-0.22264811	-2.0445716	0.8774648	-2.942815	-0.68586534	6.2907414
-8.465951	-5.2594543	3.1476874	-2.4154162	4.549837	7.8089476	4.1190658	-1.3219571	2.2435122	-3.5341754	2.0607328	3.0115972	-1.0848695	-0.13065188	0.47403452	1.9522038	-2.309473	-3.3005753	-1.6240777	-2.4393694	-3.1517878	1.3780085	-2.49978	-1.1561714	6.1224704	-0.7012333	-6.142685	1.8003612	0.14167482	-3.060422	-4.7202916	-3.0319045	-2.0363207	4.9121795	2.0687234	-0.13026802	2.9679291	5.756358	-4.494068	2.5815508	-0.5981624	-1.8078635	-7.695291	11.364611	2.9597175	-1.148529	-0.43232268	7.1243224	2.5472555	1.0294973	-1.2377367	1.3590208	5.4556127	-8.213851	-1.3249753	2.709104	3.365662	-1.7462778	-0.64829993	1.7413832	0.48164225	2.4318292	-4.741067	6.231648	-4.287243	3.9809911	0.19540009	4.0312333	2.4094007	1.9252484	-1.7608542	-0.52275753	4.3067217	2.3927524	-1.8993198	-1.2351127	1.4764355	0.607038	-2.513155	-2.363308	-6.5560303	-4.2654986	1.7442137	8.851675	-3.492116	2.9098165	1.3331285	-0.44493756	-3.9560244	0.8677314	-6.731463	0.426478	-2.4848635	-6.714151	-8.9456625	-0.045162965	-4.580355	-2.6393766	-2.410088	4.161588
